time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),speed(mph),distance(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,gimbal_heading(degrees),gimbal_pitch(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
7600,2019-08-16 21:55:31,37.9445368253817,-91.7606928842893,25.918636,,,1132.3524896474,0,0.96690619892,14,4,12.027,1132.3524896474,25.918636,0.223694,1.05974740924,0,0,-4.250186,233.8, 0.7, -0.7,0,0,1024,1024,1684,1024,233.9,0,98,4.027,4.009,3.991,0,0,0,0,32,1132.3524896474,25.918636,6,P-GPS,
7700,2019-08-16 21:55:31,37.9445364584683,-91.7606931155426,26.574804,,,1133.0086576474,0,1.11396985192,14,4,12.027,1133.0086576474,26.574804,0.223694,1.11396985192,0,0,-4.250186,233.9, 0.4, -0.2,0,0,1024,1024,1684,1024,233.9,0,98,4.027,4.009,3.991,0,0,0,0,32,1133.0086576474,26.574804,6,P-GPS,
7800,2019-08-16 21:55:31,37.9445363829006,-91.7606931531187,27.230972,,,1133.6648256474,0,1.14264439352,14,4,12.018,1133.6648256474,27.230972,0.223694,1.14264439352,0,0,-4.250186,233.9, 0.1, -0.3,0,0,1024,1024,1684,1024,233.9,0,98,4.024,4.005,3.989,0,0,0,0,32,1133.6648256474,27.230972,6,P-GPS,
7900,2019-08-16 21:55:31,37.9445362260519,-91.7606931810561,27.88714,,,1134.3209936474,0,1.19411749228,14,4,12.018,1134.3209936474,27.88714,0.223694,1.19411749228,0,0,-4.250186,233.9, 0, -0.5,0,0,1024,1024,1684,1024,233.9,0,98,4.024,4.005,3.989,0,0,0,0,32,1134.3209936474,27.88714,6,P-GPS,
8000,2019-08-16 21:55:32,37.9445361402531,-91.7606932260896,28.543308,,,1134.9771616474,0,1.22729006552,15,4,12.018,1134.9771616474,28.543308,0.223694,1.22729006552,0,0,-4.250186,233.9, 0.1, -0.1,0,0,1024,1024,1684,1024,233.9,0,98,4.024,4.005,3.989,0,0,0,0,32,1134.9771616474,28.543308,6,P-GPS,
8100,2019-08-16 21:55:32,37.9445357111182,-91.7606936177584,29.199476,,,1135.6333296474,0,1.42012471736,15,4,12.018,1135.6333296474,29.199476,0.223694,1.42012471736,0,0,-4.47388,233.8, 0.4, 0.4,0,0,1024,1024,1684,1024,233.9,0,98,4.024,4.005,3.989,0,0,0,0,32,1135.6333296474,29.199476,6,P-GPS,
8200,2019-08-16 21:55:32,37.9445355999273,-91.7606937184937,29.855644,,,1136.2894976474,0,1.46997051948,15,4,12.018,1136.2894976474,29.855644,0.223694,1.46997051948,0,0,-4.47388,233.8, 0.7, 0.3,0,0,1024,1024,1684,1024,233.9,0,98,4.024,4.005,3.989,0,0,0,0,32,1136.2894976474,29.855644,6,P-GPS,
8300,2019-08-16 21:55:32,37.9445352408695,-91.7606939186137,30.511812,,,1136.9456656474,0,1.61083666572,15,4,12.018,1136.9456656474,30.511812,0.223694,1.61083666572,0,0,-4.47388,233.8, 0.7, -0.4,0,0,1024,1024,1684,1024,233.9,0,98,4.024,4.005,3.989,0,0,0,0,32,1136.9456656474,30.511812,6,P-GPS,
8400,2019-08-16 21:55:32,37.9445351186704,-91.7606940451138,31.16798,,,1137.6018336474,0,1.66810372792,15,4,12.018,1137.6018336474,31.16798,0.223694,1.66810372792,0,0,-4.47388,233.9, 0.5, -1.2,0,0,1024,1024,1684,1024,233.9,0,98,4.024,4.005,3.989,0,0,0,0,32,1137.6018336474,31.16798,6,P-GPS,
8500,2019-08-16 21:55:32,37.9445349717452,-91.760694166879,31.824148,,,1138.2580016474,0,1.73214244388,15,4,12.018,1138.2580016474,31.824148,0.223694,1.73214244388,0,0,-4.47388,233.8, 0.3, -1.5,0,0,1024,1024,1684,1024,233.9,0,98,4.024,4.005,3.989,0,0,0,0,32,1138.2580016474,31.824148,6,P-GPS,
8600,2019-08-16 21:55:32,37.9445348359713,-91.7606942718682,32.480316,,,1138.9141696474,0,1.79012144836,15,4,12.018,1138.9141696474,32.480316,0.223694,1.79012144836,0,0,-4.47388,233.8, 0.5, -1.3,0,0,1024,1024,1684,1024,233.9,0,98,4.024,4.005,3.989,0,0,0,0,32,1138.9141696474,32.480316,6,P-GPS,
8700,2019-08-16 21:55:32,37.9445346093887,-91.7606940021439,33.136484,,,1139.5703376474,0,1.81954402148,15,4,12.018,1139.5703376474,33.136484,0.223694,1.81954402148,0,0,-4.47388,233.9, 0.2, -1.1,0,0,1024,1024,1684,1024,233.9,0,98,4.024,4.005,3.989,0,0,0,0,32,1139.5703376474,33.136484,6,P-GPS,
8800,2019-08-16 21:55:32,37.9445344517655,-91.7606940420369,33.792652,,,1140.2265056474,0,1.87517066368,15,4,12.018,1140.2265056474,33.792652,0.223694,1.87517066368,0,0,-4.47388,233.9, 0, -0.8,0,0,1024,1024,1684,1024,233.9,0,98,4.024,4.005,3.989,0,0,0,0,32,1140.2265056474,33.792652,6,P-GPS,
8900,2019-08-16 21:55:32,37.9445348257961,-91.7606944145724,34.44882,,,1140.8826736474,0,1.81617131796,15,4,11.98,1140.8826736474,34.44882,0.223694,1.87517066368,0,0,-4.250186,233.9, -0.1, -0.4,0,0,1024,1024,1684,1024,233.9,0,98,4.013,3.993,3.974,0,0,0,0,32,1140.8826736474,34.44882,6,P-GPS,
9000,2019-08-16 21:55:33,37.9445347150298,-91.7606944752695,35.104988,,,1141.5388416474,0,1.8593832616,15,4,11.98,1141.5388416474,35.104988,0.223694,1.87517066368,0,0,-4.250186,233.9, -0.2, 0.2,0,0,1024,1024,1684,1024,233.9,0,98,4.013,3.993,3.974,0,0,0,0,32,1141.5388416474,35.104988,6,P-GPS,
9100,2019-08-16 21:55:33,37.9445347565369,-91.7606941860711,35.761156,,,1142.1950096474,0,1.80102696052,15,4,11.98,1142.1950096474,35.761156,0.223694,1.87517066368,0,0,-4.250186,233.9, 0, 0.2,0,0,1024,1024,1684,1024,233.9,0,98,4.013,3.993,3.974,0,0,0,0,32,1142.1950096474,35.761156,6,P-GPS,
9200,2019-08-16 21:55:33,37.9445346651061,-91.7606942445097,36.417324,,,1142.8511776474,0,1.83820872024,15,4,11.98,1142.8511776474,36.417324,0.223694,1.87517066368,0,0,-4.250186,233.9, 0.2, 0,0,0,1024,1024,1684,1024,233.9,0,98,4.013,3.993,3.974,0,0,0,0,32,1142.8511776474,36.417324,6,P-GPS,
9300,2019-08-16 21:55:33,37.9445350394855,-91.760694504526,37.073492,,,1143.5073456474,0,1.76782814056,15,4,11.98,1143.5073456474,37.073492,0.223694,1.87517066368,0,0,-4.250186,233.9, 0.2, -0.5,0,0,1024,1024,1684,1024,233.9,0,98,4.013,3.993,3.974,0,0,0,0,32,1143.5073456474,37.073492,6,P-GPS,
9400,2019-08-16 21:55:33,37.9445350063942,-91.7606945813606,37.72966,,,1144.1635136474,0,1.79074152712,15,4,11.98,1144.1635136474,37.72966,0.223694,1.87517066368,0,0,-4.250186,233.9, 0, -1,0,0,1024,1024,1684,1024,233.9,0,98,4.013,3.993,3.974,0,0,0,0,32,1144.1635136474,37.72966,6,P-GPS,
9500,2019-08-16 21:55:33,37.9445352887156,-91.7606944556973,38.385828,,,1144.8196816474,0,1.68703745556,15,4,11.98,1144.8196816474,38.385828,0.223694,1.87517066368,0,0,-4.250186,233.8, 0, -0.7,0,0,1024,1024,1684,1024,233.9,0,98,4.013,3.993,3.974,0,0,0,0,32,1144.8196816474,38.385828,6,P-GPS,
9600,2019-08-16 21:55:33,37.9445352763198,-91.7606945035236,39.041996,,,1145.4758496474,0,1.69910766592,15,4,11.98,1145.4758496474,39.041996,0.223694,1.87517066368,0,0,-4.250186,233.7, -0.1, -0.3,0,0,1024,1024,1684,1024,233.9,0,98,4.013,3.993,3.974,0,0,0,0,32,1145.4758496474,39.041996,6,P-GPS,
9700,2019-08-16 21:55:33,37.9445349980373,-91.7606946580825,39.698164,,,1146.1320176474,0,1.8065289292,15,4,11.98,1146.1320176474,39.698164,0.223694,1.87517066368,0,0,-4.250186,233.7, 0, 0,0,0,1024,1024,1684,1024,233.9,0,98,4.013,3.993,3.974,0,0,0,0,32,1146.1320176474,39.698164,6,P-GPS,
9800,2019-08-16 21:55:33,37.9445349705421,-91.7606947158633,40.354332,,,1146.7881856474,0,1.82461948096,15,4,11.98,1146.7881856474,40.354332,0.223694,1.87517066368,0,0,-4.250186,233.7, 0.5, 0.5,0,0,1024,1024,1684,1024,233.9,0,98,4.013,3.993,3.974,0,0,0,0,32,1146.7881856474,40.354332,6,P-GPS,
9900,2019-08-16 21:55:33,37.9445351999891,-91.760694611351,41.0105,,,1147.4443536474,0,1.74021659112,15,4,11.98,1147.4443536474,41.0105,0.223694,1.87517066368,0,0,-4.250186,233.8, 0.2, 0.3,0,0,1024,1024,1684,1024,233.9,0,98,4.013,3.993,3.974,0,0,0,0,32,1147.4443536474,41.0105,6,P-GPS,
10000,2019-08-16 21:55:34,37.9445352353366,-91.7606946674402,41.666668,,,1148.1005216474,0,1.74033470136,15,4,11.98,1148.1005216474,41.666668,0.223694,1.87517066368,0,0,-4.250186,233.8, 0, -0.2,0,0,1024,1024,1684,1024,233.9,0,98,4.013,3.993,3.974,0,0,0,0,32,1148.1005216474,41.666668,6,P-GPS,
10100,2019-08-16 21:55:34,37.9445351789414,-91.76069489043,42.322836,,,1148.7566896474,0,1.79726711788,15,4,11.98,1148.7566896474,42.322836,0.223694,1.87517066368,0,0,-4.250186,233.9, -0.3, -1,0,0,1024,1024,1684,1024,233.9,0,98,4.013,3.993,3.974,0,0,0,0,32,1148.7566896474,42.322836,6,P-GPS,
10200,2019-08-16 21:55:34,37.9445352176916,-91.7606949677259,42.979004,,,1149.4128576474,0,1.8011319474,15,4,11.98,1149.4128576474,42.979004,0.223694,1.87517066368,0,0,-4.250186,233.9, -0.4, -1.2,0,0,1024,1024,1684,1024,233.9,0,98,4.013,3.993,3.974,0,0,0,0,32,1149.4128576474,42.979004,6,P-GPS,
10300,2019-08-16 21:55:34,37.9445352191421,-91.7606948519516,43.307088,,,1149.7409416474,0,1.77892394144,15,4,11.98,1149.7409416474,43.307088,0.223694,1.87517066368,0,0,-4.250186,233.9, -0.3, -1,0,0,1024,1024,1684,1024,233.9,0,98,4.013,3.993,3.974,0,0,0,0,32,1149.7409416474,43.307088,6,P-GPS,
10400,2019-08-16 21:55:34,37.9445352464985,-91.760694906688,43.963256,,,1150.3971096474,0,1.78165688116,15,4,11.98,1150.3971096474,43.963256,0.223694,1.87517066368,0,0,-4.250186,234, -0.3, -0.5,0,0,1024,1024,1684,1024,233.9,0,98,4.013,3.993,3.974,0,0,0,0,32,1150.3971096474,43.963256,6,P-GPS,
10500,2019-08-16 21:55:34,37.9445350228436,-91.7606946382533,44.619424,,,1151.0532776474,0,1.79587604172,15,4,11.98,1151.0532776474,44.619424,0.223694,1.87517066368,0,0,-4.250186,234, -0.3, -0.5,0,0,1024,1024,1684,1024,233.9,0,98,4.013,3.993,3.974,0,0,0,0,32,1151.0532776474,44.619424,6,P-GPS,
10600,2019-08-16 21:55:34,37.9445350389535,-91.7606946656662,45.275592,,,1151.7094456474,0,1.79604336456,15,4,11.98,1151.7094456474,45.275592,0.223694,1.87517066368,0,0,-4.250186,234, -0.2, -0.2,0,0,1024,1024,1684,1024,233.9,0,98,4.013,3.993,3.974,0,0,0,0,32,1151.7094456474,45.275592,6,P-GPS,
10700,2019-08-16 21:55:34,37.9445350493445,-91.7606947635476,45.93176,,,1152.3656136474,0,1.81049218392,15,4,11.98,1152.3656136474,45.93176,0.223694,1.87517066368,0,0,-4.250186,234, -0.2, -0.2,0,0,1024,1024,1684,1024,233.9,0,98,4.013,3.993,3.974,0,0,0,0,32,1152.3656136474,45.93176,6,P-GPS,
10800,2019-08-16 21:55:34,37.9445350939446,-91.7606948085482,46.587928,,,1153.0217816474,0,1.8059711864,15,4,11.98,1153.0217816474,46.587928,0.223694,1.87517066368,0,0,-4.250186,233.9, -0.5, -1.6,0,0,1024,1024,1684,1024,233.9,0,98,4.013,3.993,3.974,0,0,0,0,32,1153.0217816474,46.587928,6,P-GPS,
10900,2019-08-16 21:55:34,37.944534673417,-91.7606946090342,47.244096,,,1153.6779496474,0,1.89374349892,15,4,11.952,1153.6779496474,47.244096,0.223694,1.89374349892,0,0,-4.250186,233.8, -0.7, -2.4,0,0,1024,1024,1684,1024,233.9,0,98,4.003,3.982,3.967,0,0,0,0,32,1153.6779496474,47.244096,6,P-GPS,
11000,2019-08-16 21:55:35,37.944534658247,-91.7606946147155,47.900264,,,1154.3341176474,0,1.89921922088,15,4,11.952,1154.3341176474,47.900264,0.223694,1.89921922088,0,0,-4.250186,233.9, -0.8, -2,0,0,1024,1024,1684,1024,233.9,0,98,4.003,3.982,3.967,0,0,0,0,32,1154.3341176474,47.900264,6,P-GPS,
11100,2019-08-16 21:55:35,37.9445347947656,-91.7606949927578,48.228348,,,1154.6622016474,0,1.92423562588,15,4,11.952,1154.6622016474,48.228348,0.223694,1.92423562588,0,0,-4.250186,233.9, -0.6, -1.7,0,0,1024,1024,1684,1024,233.9,0,98,4.003,3.982,3.967,0,0,0,0,32,1154.6622016474,48.228348,6,P-GPS,
11200,2019-08-16 21:55:35,37.9445347744586,-91.7606950183664,48.884516,,,1155.3183696474,0,1.93461948448,15,4,11.952,1155.3183696474,48.884516,0.223694,1.93461948448,0,0,-4.250186,234, -0.9, -2.2,0,0,1024,1024,1684,1024,233.9,0,98,4.003,3.982,3.967,0,0,0,0,32,1155.3183696474,48.884516,6,P-GPS,
11300,2019-08-16 21:55:35,37.9445345572248,-91.7606953367174,49.540684,,,1155.9745376474,0,2.0537730316,15,4,11.952,1155.9745376474,49.540684,0.223694,2.0537730316,0,0,-4.250186,233.9, -0.6, -1.7,0,0,1024,1024,1684,1024,233.9,0,98,4.003,3.982,3.967,0,0,0,0,32,1155.9745376474,49.540684,6,P-GPS,
11400,2019-08-16 21:55:35,37.9445345058909,-91.7606953847141,50.196852,,,1156.6307056474,0,2.077017783,16,4,11.952,1156.6307056474,50.196852,0.223694,2.077017783,0,0,-4.250186,233.9, -0.4, -0.8,0,0,1024,1024,1684,1024,233.9,0,98,4.003,3.982,3.967,0,0,0,0,32,1156.6307056474,50.196852,6,P-GPS,
11500,2019-08-16 21:55:35,37.9445345598168,-91.7606955682631,50.85302,,,1157.2868736474,0,2.09569232428,16,4,11.952,1157.2868736474,50.85302,0.223694,2.09569232428,0,0,-4.250186,233.9, -0.7, -1.3,0,0,1024,1024,1684,1024,233.9,0,98,4.003,3.982,3.967,0,0,0,0,32,1157.2868736474,50.85302,6,P-GPS,
11600,2019-08-16 21:55:35,37.9445345357745,-91.7606956410781,51.509188,,,1157.9430416474,0,2.1159941622,15,4,11.952,1157.9430416474,51.509188,0.223694,2.1159941622,0,0,-4.250186,233.9, -0.9, -2.2,0,0,1024,1024,1684,1024,233.9,0,98,4.003,3.982,3.967,0,0,0,0,32,1157.9430416474,51.509188,6,P-GPS,
11700,2019-08-16 21:55:35,37.944534483424,-91.7606958262372,52.165356,,,1158.5992096474,0,2.16543970184,15,4,11.952,1158.5992096474,52.165356,0.223694,2.16543970184,0,0,-4.250186,233.9, -1.1, -2.1,0,0,1024,1024,1684,1024,233.9,0,98,4.003,3.982,3.967,0,0,0,0,32,1158.5992096474,52.165356,6,P-GPS,
11800,2019-08-16 21:55:35,37.9445344393074,-91.7606959113364,52.821524,,,1159.2553776474,0,2.19373694684,15,5,11.952,1159.2553776474,52.821524,0.223694,2.19373694684,0,0,-4.250186,233.9, -1.1, -1.8,0,0,1024,1024,1684,1024,233.9,0,98,4.003,3.982,3.967,0,0,0,0,32,1159.2553776474,52.821524,6,P-GPS,
11900,2019-08-16 21:55:35,37.9445346214258,-91.7606962264038,53.477692,,,1159.9115456474,0,2.20731962444,15,5,11.939,1159.9115456474,53.477692,0.223694,2.20731962444,0,0,-4.250186,233.9, -0.8, -1.3,0,0,1024,1024,1684,1024,233.9,0,98,3.998,3.978,3.963,0,0,0,0,32,1159.9115456474,53.477692,6,P-GPS,
12000,2019-08-16 21:55:36,37.9445345994446,-91.7606963358142,53.805776,,,1160.2396296474,0,2.23520676444,16,5,11.939,1160.2396296474,53.805776,0.223694,2.23520676444,0,0,-4.250186,233.9, -0.9, -0.8,0,0,1024,1024,1684,1024,233.9,0,98,3.998,3.978,3.963,0,0,0,0,32,1160.2396296474,53.805776,6,P-GPS,
12100,2019-08-16 21:55:36,37.9445347855807,-91.7606964509846,54.461944,,,1160.8957976474,0,2.21185046448,16,5,11.939,1160.8957976474,54.461944,0.223694,2.23520676444,0,0,-4.250186,233.9, -1, -1.9,0,0,1024,1024,1684,1024,233.9,0,98,3.998,3.978,3.963,0,0,0,0,32,1160.8957976474,54.461944,6,P-GPS,
12200,2019-08-16 21:55:36,37.9445348085987,-91.760696578868,55.118112,,,1161.5519656474,0,2.23320545204,16,5,11.939,1161.5519656474,55.118112,0.223694,2.23520676444,0,0,-4.250186,234, -1.3, -2.5,0,0,1024,1024,1684,1024,233.9,0,98,3.998,3.978,3.963,0,0,0,0,32,1161.5519656474,55.118112,6,P-GPS,
12300,2019-08-16 21:55:36,37.9445348684331,-91.7606965346455,55.77428,,,1162.2081336474,0,2.20911752476,16,5,11.939,1162.2081336474,55.77428,0.223694,2.23520676444,0,0,-4.250186,234, -1.5, -2.4,0,0,1024,1024,1684,1024,233.9,0,98,3.998,3.978,3.963,0,0,0,0,32,1162.2081336474,55.77428,6,P-GPS,
12400,2019-08-16 21:55:36,37.9445348972657,-91.7606966556528,56.430448,,,1162.8643016474,0,2.22812015004,16,5,11.939,1162.8643016474,56.430448,0.223694,2.23520676444,0,0,-4.250186,233.9, -1.7, -2.9,0,0,1024,1024,1684,1024,233.9,0,98,3.998,3.978,3.963,0,0,0,0,32,1162.8643016474,56.430448,6,P-GPS,
12500,2019-08-16 21:55:36,37.9445345695979,-91.7606967506009,57.086616,,,1163.5204696474,0,2.32863852596,16,5,11.939,1163.5204696474,57.086616,0.223694,2.32863852596,0,0,-4.47388,233.8, -1.7, -3.4,0,0,1024,1024,1684,1024,233.9,0,98,3.998,3.978,3.963,0,0,0,0,32,1163.5204696474,57.086616,6,P-GPS,
12600,2019-08-16 21:55:36,37.9445345393446,-91.7606968756457,57.742784,,,1164.1766376474,0,2.36251976064,16,5,11.939,1164.1766376474,57.742784,0.223694,2.36251976064,0,0,-4.47388,233.8, -1.4, -2.9,0,0,1024,1024,1684,1024,233.9,0,98,3.998,3.978,3.963,0,0,0,0,32,1164.1766376474,57.742784,6,P-GPS,
12700,2019-08-16 21:55:36,37.9445343490285,-91.76069695678,58.398952,,,1164.8328056474,0,2.42699154748,16,5,11.939,1164.8328056474,58.398952,0.223694,2.42699154748,0,0,-4.47388,233.9, -1.3, -1.8,0,0,1024,1024,1684,1024,233.9,0,98,3.998,3.978,3.963,0,0,0,0,32,1164.8328056474,58.398952,6,P-GPS,
12800,2019-08-16 21:55:36,37.9445342880443,-91.7606970913221,59.05512,,,1165.4889736474,0,2.47041346488,16,5,11.939,1165.4889736474,59.05512,0.223694,2.47041346488,0,0,-4.47388,234.1, -1.1, -1.1,0,0,1024,1024,1684,1024,233.9,0,98,3.998,3.978,3.963,0,0,0,0,32,1165.4889736474,59.05512,6,P-GPS,
12900,2019-08-16 21:55:37,37.9445343171762,-91.76069733855,59.711288,,,1166.1451416474,0,2.51558407,16,5,11.9,1166.1451416474,59.711288,0.223694,2.51558407,0,0,-4.250186,234, -1.2, -2.6,0,0,1024,1024,1684,1024,233.9,0,98,3.987,3.964,3.949,0,0,0,0,32,1166.1451416474,59.711288,6,P-GPS,
13000,2019-08-16 21:55:37,37.9445342607435,-91.7606975079623,60.039372,,,1166.4732256474,0,2.56565625008,16,5,11.9,1166.4732256474,60.039372,0.223694,2.56565625008,0,0,-4.250186,234, -0.9, -2.9,0,0,1024,1024,1684,1024,233.9,0,97,3.987,3.964,3.949,0,0,0,0,32,1166.4732256474,60.039372,6,P-GPS,
13100,2019-08-16 21:55:37,37.9445341987008,-91.7606974340515,60.69554,,,1167.1293936474,0,2.56495415032,16,5,11.9,1167.1293936474,60.69554,0.223694,2.56565625008,0,0,-4.250186,234, -0.5, -1.6,0,0,1024,1024,1684,1024,233.9,0,97,3.987,3.964,3.949,0,0,0,0,32,1167.1293936474,60.69554,6,P-GPS,
13200,2019-08-16 21:55:37,37.9445341216811,-91.7606975821277,61.351708,,,1167.7855616474,0,2.61539378448,16,5,11.9,1167.7855616474,61.351708,0.223694,2.61539378448,0,0,-4.47388,233.9, -0.3, -1.6,0,0,1024,1024,1684,1024,233.9,0,97,3.987,3.964,3.949,0,0,0,0,32,1167.7855616474,61.351708,6,P-GPS,
13300,2019-08-16 21:55:37,37.9445340359527,-91.7606975990959,62.007876,,,1168.4417296474,0,2.6400591396,16,5,11.9,1168.4417296474,62.007876,0.223694,2.6400591396,0,0,-4.47388,233.9, -0.4, -2.6,0,0,1024,1024,1684,1024,233.9,0,97,3.987,3.964,3.949,0,0,0,0,32,1168.4417296474,62.007876,6,P-GPS,
13400,2019-08-16 21:55:37,37.9445339564326,-91.7606977284064,62.664044,,,1169.0978976474,0,2.68709326184,16,5,11.9,1169.0978976474,62.664044,0.223694,2.68709326184,0,0,-4.47388,233.9, -0.3, -2.5,0,0,1024,1024,1684,1024,233.9,0,97,3.987,3.964,3.949,0,0,0,0,32,1169.0978976474,62.664044,6,P-GPS,
13500,2019-08-16 21:55:37,37.9445338077535,-91.7606977461435,63.320212,,,1169.7540656474,0,2.72771006104,16,5,11.9,1169.7540656474,63.320212,0.223694,2.72771006104,0,0,-4.250186,233.8, -0.4, -1.7,0,0,1024,1024,1684,1024,233.9,0,97,3.987,3.964,3.949,0,0,0,0,32,1169.7540656474,63.320212,6,P-GPS,
13600,2019-08-16 21:55:37,37.9445337182951,-91.7606978588616,63.97638,,,1170.4102336474,0,2.77369759532,16,5,11.9,1170.4102336474,63.97638,0.223694,2.77369759532,0,0,-4.250186,233.9, -0.4, -0.9,0,0,1024,1024,1684,1024,233.9,0,97,3.987,3.964,3.949,0,0,0,0,32,1170.4102336474,63.97638,6,P-GPS,
13700,2019-08-16 21:55:37,37.944533737655,-91.7606978981819,64.632548,,,1171.0664016474,0,2.77712935396,16,5,11.9,1171.0664016474,64.632548,0.223694,2.77712935396,0,0,-4.250186,234, -0.4, -1.5,0,0,1024,1024,1684,1024,233.9,0,97,3.987,3.964,3.949,0,0,0,0,32,1171.0664016474,64.632548,6,P-GPS,
13800,2019-08-16 21:55:37,37.9445337013165,-91.7606980410059,65.288716,,,1171.7225696474,0,2.8162894602,16,5,11.9,1171.7225696474,65.288716,0.223694,2.8162894602,0,0,-4.250186,234, -0.2, -2.2,0,0,1024,1024,1684,1024,233.9,0,97,3.987,3.964,3.949,0,0,0,0,32,1171.7225696474,65.288716,6,P-GPS,
13900,2019-08-16 21:55:37,37.9445336434821,-91.7606980548292,65.944884,,,1172.3787376474,0,2.8335302744,16,5,11.913,1172.3787376474,65.944884,0.223694,2.8335302744,0,0,-4.250186,233.9, -0.3, -3,0,0,1024,1024,1684,1024,233.9,0,97,3.99,3.97,3.953,0,0,0,0,32,1172.3787376474,65.944884,6,P-GPS,
14000,2019-08-16 21:55:37,37.9445336499231,-91.76069820006,66.601052,,,1173.0349056474,0,2.86271990788,16,5,11.913,1173.0349056474,66.601052,0.223694,2.86271990788,0,0,-4.250186,233.9, -0.7, -3.7,0,0,1024,1024,1684,1024,233.9,0,97,3.99,3.97,3.953,0,0,0,0,32,1173.0349056474,66.601052,6,P-GPS,
14100,2019-08-16 21:55:38,37.9445337009184,-91.7606984435787,66.929136,,,1173.3629896474,0,2.90270022412,16,5,11.913,1173.3629896474,66.929136,0.223694,2.90270022412,0,0,-4.250186,234, -1.3, -3.4,0,0,1024,1024,1684,1028,233.9,0,97,3.99,3.97,3.953,0,0,0,0,32,1173.3629896474,66.929136,6,P-GPS,
14200,2019-08-16 21:55:38,37.944533730949,-91.7606986350633,67.913388,,,1174.3472416474,0.223694,2.93738198376,16,5,11.913,1174.3472416474,67.913388,0.223694,2.93738198376,0,-0.223694,-4.250186,234.1, -1, -4,0,0,1024,1024,1684,1024,233.9,-0.2,97,3.99,3.97,3.953,0,0,0,0,32,1174.3472416474,67.913388,6,P-GPS,
14300,2019-08-16 21:55:38,37.9445337839821,-91.7606988545607,68.569556,,,1175.0034096474,0.223694,2.9736549508,16,5,11.913,1175.0034096474,68.569556,0.223694,2.9736549508,0,-0.223694,-4.250186,233.9, 0, -5.4,0,0,1024,1024,1684,1024,233.9,-0.9,97,3.99,3.97,3.953,0,0,0,0,32,1175.0034096474,68.569556,6,P-GPS,
14400,2019-08-16 21:55:38,37.9445338343167,-91.7606990647217,69.225724,,,1175.6595776474,0.223694,3.009432511,16,5,11.913,1175.6595776474,69.225724,0.223694,3.009432511,0.223694,0,-4.250186,233.9, 0.5, -6.7,0,0,1024,1024,1684,1024,233.9,-2.2,97,3.99,3.97,3.953,0,0,0,0,32,1175.6595776474,69.225724,6,P-GPS,
14500,2019-08-16 21:55:38,37.9445338083389,-91.760699465088,69.881892,,,1176.3157456474,0,3.10655849836,16,5,11.913,1176.3157456474,69.881892,0.223694,3.10655849836,0,0,-4.250186,233.8, 0, -7.1,0,0,1024,1024,1684,1024,233.9,-4.1,97,3.99,3.97,3.953,0,0,0,0,32,1176.3157456474,69.881892,6,P-GPS,
14600,2019-08-16 21:55:38,37.9445338342656,-91.7606996126804,70.53806,,,1176.9719136474,0,3.13498369612,16,5,11.913,1176.9719136474,70.53806,0.223694,3.13498369612,0,0,-4.250186,233.9, 0, -6.4,0,0,1024,1024,1684,1024,233.9,-6.4,97,3.99,3.97,3.953,0,0,0,0,32,1176.9719136474,70.53806,6,P-GPS,
14700,2019-08-16 21:55:38,37.9445340328267,-91.7606994744759,71.194228,,,1177.6280816474,0,3.06021663336,16,5,11.913,1177.6280816474,71.194228,0.223694,3.13498369612,0,0,-4.250186,234, -0.6, -5.2,0,0,1024,1024,1684,1024,233.9,-8.7,97,3.99,3.97,3.953,0,0,0,0,32,1177.6280816474,71.194228,6,P-GPS,
14800,2019-08-16 21:55:38,37.9445340773299,-91.7606995357226,71.850396,,,1178.2842496474,0,3.06514445504,16,5,11.913,1178.2842496474,71.850396,0.223694,3.13498369612,0,0,-4.250186,234, -1.1, -4.4,0,0,1024,1024,1684,1024,233.9,-11.1,97,3.99,3.97,3.953,0,0,0,0,32,1178.2842496474,71.850396,6,P-GPS,
14900,2019-08-16 21:55:38,37.9445341317888,-91.7606997095255,72.506564,,,1178.9404176474,0.223694,3.09483933788,16,5,11.913,1178.9404176474,72.506564,0.223694,3.13498369612,0.223694,0,-4.250186,234.1, -1.7, -4.9,0,0,1024,1024,1684,1024,233.9,-13.4,97,3.99,3.97,3.953,0,0,0,0,32,1178.9404176474,72.506564,6,P-GPS,
15000,2019-08-16 21:55:39,37.944534203202,-91.7606998011435,73.162732,,,1179.5965856474,0.223694,3.1020670284,16,5,11.904,1179.5965856474,73.162732,0.223694,3.13498369612,0.223694,0,-4.47388,234.1, -1.3, -6.1,0,0,1024,1024,1684,1024,233.9,-15.3,97,3.989,3.966,3.949,0,0,0,0,32,1179.5965856474,73.162732,6,P-GPS,
